Query, response, time
368, 1, 0.00995494
369, 0, 0.00040494
370, 1, 0.00306794
371, 0, 0.00012494
372, 0, 0.00040194
373, 1, 0.00159994
374, 0, 0.00678194
375, 0, 0.00027894
376, 0, 5.994e-05
377, 1, 0.0156239
378, 0, 6.994e-05
379, 0, 6.594e-05
380, 0, 9.794e-05
381, 0, 0.00011994
382, 0, 4.494e-05
383, 1, 0.0132839
384, 0, 7.094e-05
385, 1, 0.0366409
386, 0, 0.00020294
387, 0, 0.00023794
388, 0, 0.00036194
389, 1, 0.00513094
390, 0, 7.094e-05
391, 0, 7.594e-05
392, 0, 0.00017094
393, 0, 9.194e-05
394, 0, 7.094e-05
395, 1, 0.00395794
396, 0, 0.00011894
397, 0, 0.00010794
398, 0, 0.145228
399, 0, 0.00012194
400, 1, 0.00549694
401, 0, 0.0431009
402, 0, 5.194e-05
403, 0, 5.794e-05
404, 0, 0.00014794
405, 0, 0.00017294
406, 1, 0.00466294
407, 0, 7.994e-05
408, 0, 0.00038294
409, 1, 0.00110294
410, 0, 0.0497239
411, 1, 0.00626194
412, 0, 5.694e-05
413, 0, 5.394e-05
414, 0, 0.00014094
415, 0, 0.00320994
416, 0, 0.00022494
417, 0, 0.00054194
418, 0, 0.00288594
419, 0, 3.894e-05
420, 0, 8.794e-05
421, 0, 0.00033694
422, 1, 0.0164029
423, 0, 0.00013494
424, 0, 0.00046094
425, 0, 9.594e-05
426, 0, 6.994e-05
427, 1, 0.00128794
428, 0, 0.00082894
429, 0, 0.00200794
430, 1, 0.0590879
431, 0, 0.00033694
432, 0, 7.194e-05
433, 0, 0.00030694
434, 0, 0.142126
435, 0, 0.00037694
436, 0, 0.00020294
437, 0, 7.794e-05
438, 0, 9.994e-05
439, 1, 0.00708894
440, 1, 0.0147069
441, 0, 7.294e-05
442, 1, 0.0119919
443, 0, 7.594e-05
444, 0, 5.994e-05
445, 0, 4.794e-05
446, 1, 0.0118619
447, 1, 0.00318994
448, 0, 0.0649499
449, 0, 0.00045194
450, 0, 4.394e-05
451, 1, 0.00515494
452, 0, 9.294e-05
453, 0, 0.0299019
454, 1, 0.00914594
455, 0, 0.00016894
456, 0, 0.00010794
457, 0, 8.894e-05
458, 0, 0.00032094
459, 1, 0.00204094
460, 0, 0.00014294
461, 0, 4.194e-05
462, 0, 0.00030994
463, 0, 0.00013794
464, 0, 4.194e-05
465, 1, 0.00594894
466, 0, 5.494e-05
467, 0, 0.00121694
468, 0, 6.494e-05
469, 0, 5.994e-05
