Query, response, time
257, 0, 8.92e-06
258, 0, 0.00030892
259, 1, 0.00166492
260, 1, 0.0119599
261, 0, 1.092e-05
262, 0, 8.92e-06
263, 0, 8.92e-06
264, 1, 0.00782792
265, 1, 0.00194692
266, 0, 8.92e-06
267, 1, 0.00179392
268, 0, 9.92e-06
269, 0, 0.0131939
270, 0, 4.892e-05
271, 1, 0.00256392
272, 0, 9.92e-06
273, 0, 7.92e-06
274, 0, 0.00014592
275, 1, 0.0146839
276, 1, 0.00189992
277, 0, 9.92e-06
278, 0, 8.92e-06
279, 1, 0.00433492
280, 0, 9.092e-05
281, 0, 7.92e-06
282, 0, 0.00039292
283, 0, 9.192e-05
284, 1, 0.00479392
285, 0, 0.00012092
286, 1, 0.00428792
287, 0, 0.00026592
288, 1, 0.00093992
289, 0, 9.92e-06
290, 1, 0.00552792
291, 1, 0.00369892
292, 0, 0.00013192
293, 1, 0.0108739
294, 0, 9.92e-06
295, 1, 0.00108192
296, 0, 9.92e-06
297, 0, 0.00011992
298, 0, 0.00010092
299, 0, 0.00015792
300, 0, 8.92e-06
301, 1, 0.00080992
302, 0, 1.392e-05
303, 0, 0.00051392
304, 1, 0.0135589
305, 0, 1.092e-05
306, 0, 8.92e-06
307, 0, 8.92e-06
308, 1, 0.00152592
309, 1, 0.00957292
310, 1, 0.00225992
311, 0, 0.00037292
312, 0, 1.192e-05
313, 0, 2.692e-05
314, 0, 8.92e-06
315, 0, 8.92e-06
316, 1, 0.00077692
317, 0, 9.92e-06
318, 0, 8.92e-06
319, 0, 0.00036692
320, 1, 0.00024392
321, 0, 8.592e-05
322, 0, 4.392e-05
323, 1, 0.00198992
324, 1, 0.00968692
325, 0, 0.00024692
326, 0, 0.00012092
327, 0, 0.0130559
328, 0, 1.192e-05
329, 0, 8.92e-06
330, 0, 0.00024392
331, 1, 0.00187992
332, 1, 0.00660092
333, 0, 0.00013492
334, 0, 8.92e-06
335, 1, 0.00354392
336, 0, 9.92e-06
337, 1, 0.00101992
338, 0, 0.00038192
339, 0, 0.0101969
340, 0, 4.892e-05
341, 0, 7.492e-05
342, 1, 0.00402692
343, 0, 1.292e-05
344, 0, 8.92e-06
345, 0, 8.92e-06
346, 0, 8.92e-06
347, 0, 8.92e-06
348, 0, 0.00014892
349, 1, 0.00533792
350, 1, 0.00559292
351, 0, 0.00093992
352, 1, 0.00192092
353, 0, 9.92e-06
354, 0, 8.92e-06
355, 1, 0.00851992
356, 0, 1.192e-05
357, 0, 6.692e-05
358, 0, 8.92e-06
359, 0, 8.892e-05
360, 0, 9.992e-05
361, 0, 0.00022292
362, 0, 4.092e-05
363, 0, 8.92e-06
364, 0, 7.92e-06
365, 1, 0.00158392
366, 0, 1.092e-05
367, 1, 0.00271192
368, 1, 0.00113092
369, 0, 9.92e-06
370, 0, 7.92e-06
371, 1, 0.00103692
372, 1, 0.00061892
373, 1, 0.00123592
374, 1, 0.00667792
375, 0, 1.192e-05
376, 1, 0.00081992
377, 1, 0.00174092
378, 1, 0.00441592
379, 0, 0.00014892
380, 0, 8.92e-06
381, 1, 0.00134292
382, 0, 8.92e-06
383, 1, 0.00523792
384, 0, 0.00014292
385, 0, 9.92e-06
386, 1, 0.00735192
387, 0, 0.0128179
388, 0, 0.00011092
389, 0, 8.92e-06
390, 0, 8.92e-06
391, 1, 0.00137992
392, 0, 9.592e-05
393, 1, 0.00504292
394, 0, 9.92e-06
395, 0, 8.92e-06
396, 0, 0.0121769
397, 1, 0.00454892
398, 1, 0.00057092
399, 0, 1.092e-05
400, 0, 8.92e-06
401, 0, 8.92e-06
402, 0, 0.0129859
403, 0, 1.192e-05
404, 0, 0.00018492
405, 0, 9.92e-06
406, 0, 0.00013792
407, 0, 8.92e-06
408, 0, 0.0120729
409, 1, 0.00908492
410, 0, 8.992e-05
411, 1, 0.00228092
412, 0, 8.92e-06
413, 0, 0.00011592
414, 1, 0.00029092
415, 0, 7.392e-05
416, 0, 0.00015892
417, 0, 8.92e-06
418, 1, 0.00388392
419, 0, 0.00468992
420, 0, 0.00036492
421, 0, 0.00015092
422, 1, 0.00505392
423, 0, 9.592e-05
424, 0, 9.92e-06
425, 0, 8.92e-06
426, 1, 0.00295992
427, 0, 9.92e-06
428, 0, 0.00010292
429, 0, 0.00014692
430, 0, 7.192e-05
431, 1, 0.00070192
432, 0, 0.00023192
433, 1, 0.00079492
434, 0, 5.292e-05
435, 0, 8.92e-06
436, 0, 8.92e-06
437, 0, 7.92e-06
438, 0, 8.92e-06
439, 0, 7.92e-06
440, 0, 0.0146939
441, 1, 0.0127259
442, 0, 1.292e-05
443, 1, 0.00065592
444, 0, 0.00013792
445, 0, 3.692e-05
446, 0, 0.00017292
447, 1, 0.00158992
448, 0, 9.92e-06
449, 1, 0.00284592
450, 0, 4.892e-05
451, 1, 0.00967192
452, 0, 1.192e-05
453, 0, 3.292e-05
454, 0, 8.92e-06
455, 0, 4.892e-05
456, 0, 6.792e-05
457, 1, 0.00222692
458, 1, 0.00145792
459, 0, 6.292e-05
460, 0, 0.00016292
461, 1, 0.00127992
462, 0, 7.392e-05
463, 0, 8.92e-06
464, 0, 0.00032792
465, 1, 0.00244592
466, 0, 0.00016692
467, 1, 0.00438092
468, 1, 0.00489492
469, 0, 0.00013392
470, 0, 0.00024592
471, 0, 0.00012192
472, 1, 0.00673992
473, 0, 1.092e-05
474, 1, 0.00443892
475, 0, 6.592e-05
476, 0, 9.92e-06
477, 0, 8.92e-06
478, 1, 0.00141392
479, 0, 8.92e-06
480, 0, 0.00010892
481, 0, 8.92e-06
482, 0, 0.00012792
483, 0, 6.692e-05
484, 0, 8.92e-06
485, 0, 8.92e-06
486, 0, 2.792e-05
487, 1, 0.00778992
488, 0, 9.92e-06
489, 0, 0.00014492
490, 1, 0.0111839
491, 1, 0.00528792
492, 0, 5.192e-05
493, 0, 8.92e-06
494, 1, 0.00184792
495, 0, 3.392e-05
496, 1, 0.00352192
497, 0, 9.92e-06
498, 0, 8.92e-06
499, 0, 3.692e-05
500, 1, 0.00278792
501, 0, 9.92e-06
502, 1, 0.00097492
503, 0, 3.192e-05
504, 0, 8.92e-06
505, 0, 7.92e-06
506, 0, 0.00017192
507, 0, 0.0106249
508, 0, 1.092e-05
509, 0, 8.92e-06
510, 0, 0.00083292
511, 1, 0.00617392
512, 0, 8.92e-06
513, 0, 8.92e-06
514, 1, 0.00507392
515, 0, 1.192e-05
516, 0, 0.00143092
517, 0, 8.92e-06
518, 0, 7.092e-05
519, 1, 0.00152792
520, 0, 0.00013792
521, 0, 2.892e-05
522, 1, 0.00462892
523, 1, 0.00373792
524, 0, 9.92e-06
525, 0, 8.92e-06
526, 1, 0.00041692
527, 0, 8.92e-06
528, 0, 2.892e-05
529, 1, 0.00150892
530, 0, 1.092e-05
531, 0, 0.00011092
532, 0, 8.92e-06
533, 1, 0.00458192
534, 1, 0.00692192
535, 0, 8.792e-05
536, 0, 9.92e-06
537, 1, 0.00335192
538, 0, 9.92e-06
539, 0, 3.792e-05
540, 1, 0.0149099
541, 1, 0.00444892
542, 1, 0.00230792
543, 0, 5.292e-05
544, 1, 0.00357192
545, 1, 0.00101692
546, 0, 0.00030192
547, 0, 0.0129809
548, 0, 0.00048292
549, 0, 0.0123219
550, 0, 9.92e-06
551, 0, 0.0110999
552, 0, 8.692e-05
553, 0, 9.92e-06
554, 0, 8.92e-06
555, 1, 0.00501892
556, 1, 0.00273192
557, 1, 0.00784692
558, 0, 0.00054792
559, 0, 9.92e-06
560, 1, 0.00150492
561, 0, 1.092e-05
562, 0, 8.92e-06
563, 1, 0.00154192
564, 0, 1.592e-05
565, 1, 0.00258292
566, 1, 0.00116292
567, 0, 2.092e-05
568, 0, 8.92e-06
569, 0, 0.00014492
570, 0, 8.92e-06
571, 0, 7.92e-06
572, 0, 0.00249892
573, 1, 0.00143392
574, 0, 0.0125169
575, 1, 0.00326592
576, 1, 0.00279692
577, 0, 9.92e-06
578, 0, 0.00021492
579, 0, 0.00023392
580, 0, 0.00020992
581, 1, 0.00169792
582, 1, 0.00187392
583, 1, 0.00016892
584, 1, 0.00121492
585, 0, 0.0115829
586, 0, 1.292e-05
587, 0, 8.92e-06
588, 0, 0.00039192
589, 1, 0.00149992
590, 1, 0.00045792
591, 1, 0.00087692
592, 0, 5.492e-05
593, 0, 8.92e-06
594, 0, 4.992e-05
595, 1, 0.00351592
596, 1, 0.00694792
597, 1, 0.00104292
598, 0, 9.92e-06
599, 0, 8.92e-06
600, 1, 0.00101692
601, 1, 0.00306792
602, 0, 1.092e-05
603, 1, 0.00587092
604, 0, 9.92e-06
605, 0, 8.92e-06
606, 0, 7.92e-06
607, 0, 0.0122439
608, 1, 0.00348592
609, 0, 6.192e-05
610, 0, 7.892e-05
611, 0, 8.92e-06
612, 1, 0.00981792
613, 0, 9.92e-06
614, 0, 8.92e-06
615, 0, 2.292e-05
616, 1, 0.00534492
617, 1, 0.00212992
618, 1, 0.00118592
619, 0, 1.092e-05
620, 0, 8.92e-06
621, 1, 0.00329892
622, 0, 1.092e-05
623, 0, 0.00011992
624, 0, 0.00013192
625, 0, 0.00042392
626, 0, 8.92e-06
627, 1, 0.00069192
628, 0, 9.92e-06
629, 0, 8.292e-05
630, 1, 0.00019492
631, 0, 8.92e-06
632, 0, 7.92e-06
633, 1, 0.00314892
634, 0, 1.792e-05
635, 1, 0.00422292
636, 0, 0.0156449
637, 0, 0.00013492
638, 1, 0.00380092
639, 0, 8.392e-05
640, 1, 0.00307792
641, 0, 8.092e-05
642, 1, 0.00046492
643, 1, 0.00158292
644, 1, 0.00360492
645, 0, 1.692e-05
646, 1, 0.00049492
647, 1, 0.00041592
648, 0, 9.92e-06
649, 0, 0.00010092
650, 0, 0.00013992
651, 0, 0.00069892
652, 0, 8.92e-06
653, 0, 0.00011792
654, 0, 0.00015192
655, 1, 0.00405392
656, 0, 0.00803992
657, 1, 0.00570592
658, 0, 8.92e-06
659, 0, 8.92e-06
660, 0, 7.92e-06
661, 0, 4.892e-05
662, 1, 0.00786292
663, 0, 0.00017592
664, 0, 0.00013992
665, 0, 8.92e-06
